"","Timestamp","Age","Gender","Role in clinic","Years of Experience","Clinic Location","Knowledge_1","Knowledge_2","Knowledge_3","Knowledge_4","Knowledge_5","Knowledge_6","Knowledge_7","Knowledge_8","Knowledge_9","Knowledge_10","Challenge_1","Challenge_2","Challenge_3","Challenge_4","Challenge_5","Challenge_6","Opportunity_1","Opportunity_2","Opportunity_3","Opportunity_4","Opportunity_5","Would you support integrating tele-eye care?","Training Needs","Policy Suggestions"
"93","2025-06-16 16:21:31","31 - 40 yrs","Male","Optometrist","2-5","South-West","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Moderate Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"94","2025-08-08 20:56:48","31 - 40 yrs","Male","Intern Optometrist","<1","South-South","Agree","Agree","Neutral","Agree","Neutral","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"95","2025-08-14 15:41:30","31 - 40 yrs","Female","Optometrist","2-5","South-West","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Strongly Agree","Neutral","Neutral","Significant Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum"
"96","2025-06-19 15:19:42","31 - 40 yrs","Female","Optometrist","5-10","North-Central","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Significant Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"97","2025-07-19 17:54:35","51 - 60 yrs","Female","Optometrist","2-5","South-South","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Neutral","Strongly Agree","Neutral","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"98","2025-06-02 07:55:56","31 - 40 yrs","Female","Optometrist","2-5","North-Central","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Significant Challenge","Major Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Agree","Agree","Strongly Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"99","2025-08-07 12:57:02","51 - 60 yrs","Female","Optometrist","5-10","South-South","Strongly Agree","Neutral","Agree","Strongly Agree","Neutral","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Significant Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"100","2025-05-26 16:46:38","31 - 40 yrs","Female","Optometrist","2-5","North-East","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Significant Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"101","2025-06-16 06:15:20","41 - 50 Yrs","Male","Technical Staff","<1","South-West","Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"102","2025-05-23 07:09:55","21 - 30 yrs","Male","Optometrist","2-5","South-South","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"103","2025-06-08 19:19:41","41 - 50 Yrs","Female","Optometrist","2-5","North-East","Strongly Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"104","2025-07-17 09:11:58","21 - 30 yrs","Male","Technical Staff","1-2","South-South","Agree","Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Significant Challenge","Significant Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Strongly Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, National tele-eye care regulatory framework"
"105","2025-05-26 20:29:37","31 - 40 yrs","Female","Intern Optometrist","<1","North-Central","Neutral","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Major Challenge","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software","Government subsidies/infrastructure funding"
"106","2025-07-29 15:00:44","31 - 40 yrs","Male","Optometrist",">10","South-West","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Significant Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"107","2025-05-28 20:49:02","21 - 30 yrs","Male","Optometrist","2-5","North-Central","Agree","Strongly Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Significant Challenge","Significant Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Agree","Strongly Agree","Agree","Agree","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"108","2025-08-14 06:18:42","31 - 40 yrs","Female","Intern Optometrist","<1","South-South","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Strongly Agree","Moderate Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"109","2025-07-17 11:02:39","31 - 40 yrs","Male","Intern Optometrist","<1","South-South","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, National tele-eye care regulatory framework"
"110","2025-06-15 20:22:52","21 - 30 yrs","Female","Optometrist","2-5","South-West","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Disagree","Disagree","Strongly Agree","Major Challenge","Significant Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum"
"111","2025-08-09 08:50:55","31 - 40 yrs","Male","Optometrist","2-5","North-Central","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Neutral","Agree","Strongly Agree","Strongly Agree","Neutral","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"112","2025-07-06 19:48:05","21 - 30 yrs","Female","Technical Staff","<1","South-West","Strongly Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Agree","Strongly Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services"
"113","2025-07-09 19:12:14","51 - 60 yrs","Male","Technical Staff","<1","North-Central","Agree","Neutral","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Neutral","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Yes","Basic digital literacy, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"114","2025-07-08 14:43:18","41 - 50 Yrs","Female","Optometrist","2-5","South-South","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Major Challenge","Significant Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"115","2025-07-28 18:33:24","21 - 30 yrs","Female","Technical Staff","<1","South-West","Agree","Neutral","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","No","Basic digital literacy, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum"
"116","2025-07-30 15:08:03","31 - 40 yrs","Female","Optometrist","2-5","South-South","Agree","Strongly Agree","Neutral","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree","Neutral","Significant Challenge","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"117","2025-08-19 09:10:47","21 - 30 yrs","Female","Intern Optometrist","<1","South-East","Neutral","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Moderate Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"118","2025-06-16 11:07:16","21 - 30 yrs","Female","Optometrist","2-5","North-East","Agree","Agree","Neutral","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Moderate Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Strongly Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"119","2025-08-08 09:59:31","21 - 30 yrs","Female","Technical Staff","<1","South-East","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Disagree","Major Challenge","Significant Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"120","2025-06-10 20:08:53","21 - 30 yrs","Female","Optometrist","2-5","South-West","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Major Challenge","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"121","2025-07-23 09:07:27","31 - 40 yrs","Female","Student Doctor","0","North-Central","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Neutral","Agree","Agree","Significant Challenge","Significant Challenge","Significant Challenge","Slight Challenge","Moderate Challenge","Significant Challenge","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"122","2025-07-08 18:55:03","31 - 40 yrs","Male","Intern Optometrist","<1","South-East","Disagree","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Major Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Broadband/internet expansion policies"
"123","2025-05-23 17:21:51","21 - 30 yrs","Male","Technical Staff","1-2","North-East","Strongly Agree","Agree","Agree","Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"124","2025-06-07 18:16:09","21 - 30 yrs","Female","Technical Staff","1-2","South-South","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"125","2025-06-23 19:35:40","21 - 30 yrs","Male","Optometrist",">10","South-West","Agree","Neutral","Neutral","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Significant Challenge","Major Challenge","Significant Challenge","Slight Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"126","2025-06-07 19:50:53","21 - 30 yrs","Female","Intern Optometrist","<1","North-Central","Neutral","Agree","Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Major Challenge","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Broadband/internet expansion policies"
"127","2025-05-29 20:44:07","21 - 30 yrs","Male","Optometrist","2-5","South-West","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Major Challenge","Major Challenge","Moderate Challenge","Slight Challenge","Moderate Challenge","Moderate Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Broadband/internet expansion policies, Cybersecurity/legal compliance policies"
"128","2025-07-17 14:12:55","31 - 40 yrs","Female","Optometrist","2-5","South-South","Strongly Agree","Neutral","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Significant Challenge","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Agree","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"129","2025-08-11 17:40:05","21 - 30 yrs","Male","Optometrist","2-5","North-Central","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Agree","Major Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"130","2025-07-01 15:49:56","31 - 40 yrs","Male","Optometrist","5-10","South-West","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Moderate Challenge","Significant Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Significant Challenge","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, National tele-eye care regulatory framework"
"131","2025-08-12 15:06:03","31 - 40 yrs","Male","Optometrist","2-5","South-West","Disagree","Neutral","Neutral","Agree","Agree","Strongly Agree","Disagree","Neutral","Agree","Agree","Significant Challenge","Significant Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
"132","2025-07-13 12:06:01","31 - 40 yrs","Male","Intern Optometrist","<1","North-Central","Agree","Agree","Neutral","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Major Challenge","Major Challenge","Significant Challenge","Slight Challenge","Significant Challenge","Significant Challenge","Agree","Strongly Agree","Agree","Agree","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness","NHIS reimbursement for tele-eye services, Broadband/internet expansion policies, Cybersecurity/legal compliance policies"
"133","2025-06-26 20:49:02","21 - 30 yrs","Male","Optometrist","2-5","South-East","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Major Challenge","Significant Challenge","Major Challenge","Slight Challenge","Significant Challenge","Significant Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management","Government subsidies/infrastructure funding, National tele-eye care regulatory framework"
"134","2025-07-28 19:42:31","31 - 40 yrs","Male","Intern Optometrist","<1","North-East","Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Agree","Agree","Neutral","Disagree","Agree","Major Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Yes","Basic digital literacy","Government subsidies/infrastructure funding, Broadband/internet expansion policies, Inclusion of tele-eye care in optometry curriculum"
"135","2025-07-18 13:18:38","21 - 30 yrs","Male","Technical Staff","1-2","South-West","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Significant Challenge","Major Challenge","Major Challenge","Significant Challenge","Moderate Challenge","Moderate Challenge","Agree","Agree","Agree","Neutral","Agree","Yes","Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services"
"136","2025-07-16 15:55:11","41 - 50 Yrs","Female","Optometrist","5-10","South-East","Strongly Agree","Strongly Agree","Neutral","Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Agree","Agree","Agree","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Broadband/internet expansion policies"
"137","2025-06-20 09:25:36","31 - 40 yrs","Female","Intern Optometrist","<1","South-South","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","Strongly Agree","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum, Cybersecurity/legal compliance policies"
"138","2025-08-04 15:42:15","41 - 50 Yrs","Female","Optometrist","5-10","South-East","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Major Challenge","Major Challenge","Major Challenge","Moderate Challenge","Significant Challenge","Moderate Challenge","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, National tele-eye care regulatory framework"
"139","2025-07-17 07:32:44","21 - 30 yrs","Male","Optometrist","5-10","North-West","Neutral","Strongly Agree","Strongly Agree","Disagree","Neutral","Strongly Agree","Neutral","Agree","Agree","Agree","Major Challenge","Significant Challenge","Major Challenge","Moderate Challenge","Moderate Challenge","Moderate Challenge","Agree","Agree","Strongly Agree","Neutral","Agree","Yes","Basic digital literacy, Tele-eye care platforms/software, Legal/ethical issues, Data privacy/cybersecurity awareness, Virtual patient management","Government subsidies/infrastructure funding, NHIS reimbursement for tele-eye services, Cybersecurity/legal compliance policies"
"140","2025-07-05 07:34:14","21 - 30 yrs","Male","Optometrist","2-5","South-East","Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Neutral","Agree","Significant Challenge","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Significant Challenge","Agree","Strongly Agree","Agree","Neutral","Agree","Yes","Tele-eye care platforms/software, Legal/ethical issues, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Inclusion of tele-eye care in optometry curriculum"
"141","2025-05-25 07:25:09","31 - 40 yrs","Female","Optometrist","2-5","North-East","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Significant Challenge","Major Challenge","Major Challenge","Significant Challenge","Significant Challenge","Moderate Challenge","Agree","Agree","Agree","Neutral","Neutral","Yes","Basic digital literacy, Tele-eye care platforms/software, Virtual patient management, Clinical decision-making via telehealth","Government subsidies/infrastructure funding, National tele-eye care regulatory framework, Cybersecurity/legal compliance policies"
