ID,Make,Year,Condition,Mileage,Engine.Size,Fuel,Transmission,Price,Build,Selling.Rate,,,
1867,Hyundai,2011,3,224612,2400,Petrol,Automatic,2625000,Not SUV,141.9929683,,,
1868,Toyota,2009,3,167474,2400,Petrol,Automatic,2600000,Not SUV,129.3582081,,,
1869,Toyota,2004,3,135526,2400,Petrol,Automatic,2392000,Not SUV,112.8321389,,,
1870,Nissan,2012,2,163526,3500,Petrol,Automatic,5565000,Not SUV,120.3310015,,,
1872,Toyota,2004,3,274604,3000,Petrol,Automatic,1872000,Not SUV,112.8321389,,,
1873,Toyota,2007,2,124417,1800,Petrol,Automatic,2940000,Not SUV,108.2238082,,,
1874,Kia,2011,3,128051,3500,Petrol,Automatic,3675000,SUV,141.9929683,,,
1875,Toyota,2014,3,51400,3500,Petrol,Automatic,6760000,SUV,122.1199565,,,
1877,Toyota,2009,3,165863,1800,Petrol,Automatic,3120000,Not SUV,129.3582081,,,
1878,Toyota,2003,3,487050,2400,Petrol,Automatic,1664000,Not SUV,120.8084383,,,
1879,Lexus,2008,2,198621,3500,Petrol,Automatic,6240000,SUV,106.9462997,,,
1881,Toyota,2007,3,145058,2400,Petrol,Automatic,2500000,Not SUV,108.2238082,,,
1882,Toyota,2003,3,271092,2400,Petrol,Automatic,1514000,Not SUV,120.8084383,,,
1883,Honda,2012,3,39002,3500,Petrol,Automatic,3640000,Not SUV,120.3310015,,,
1884,Nissan,2010,2,353097,2500,Petrol,Automatic,3465000,SUV,130.380255,,,
1886,Toyota,2002,3,107954,3000,Petrol,Automatic,1575000,SUV,103.6416019,,,
1887,Mazda,2009,3,308351,3700,Petrol,Automatic,1837500,Not SUV,129.3582081,,,
1889,Toyota,2003,3,249141,2400,Petrol,Automatic,1872000,Not SUV,120.8084383,,,
1890,Nissan,2010,3,83077,4500,Petrol,Manual,8400000,Not SUV,130.380255,,,
1891,Honda,2005,3,24726,2400,Petrol,Automatic,1560000,SUV,107.9017948,,,
1892,Lexus,2002,3,317078,3300,Petrol,Automatic,1890000,Not SUV,103.6416019,,,
1893,Toyota,2008,2,152808,2000,Petrol,Automatic,4160000,Not SUV,106.9462997,,,
1894,Pontiac,2003,3,142523,1800,Petrol,Automatic,1785000,Not SUV,120.8084383,,,
1895,Toyota,2004,3,274604,3000,Petrol,Automatic,1872000,Not SUV,112.8321389,,,
1896,Honda,2012,2,79396,2400,Petrol,Automatic,5775000,SUV,120.3310015,,,
1898,Lexus,2000,2,213792,3000,Petrol,Automatic,2205000,Not SUV,53.2519,,,
1899,Nissan,2008,2,125945,3500,Petrol,Automatic,3120000,Not SUV,106.9462997,,,
1900,Lexus,2007,3,269670,3500,Petrol,Automatic,2100000,Not SUV,108.2238082,,,
1902,Toyota,2006,3,284652,3300,Petrol,Automatic,2625000,SUV,105.8547276,,,
1903,Nissan,2009,2,257648,2500,Petrol,CVT,3150000,SUV,129.3582081,,,
1904,Toyota,2011,3,197020,1800,Petrol,Automatic,3744000,Not SUV,141.9929683,,,
1905,Lexus,2000,3,485206,3000,Petrol,Automatic,1680000,SUV,53.2519,,,
1906,Toyota,2009,3,248427,2400,Petrol,Automatic,2600000,Not SUV,129.3582081,,,
1908,Toyota,2007,2,170049,1600,Petrol,Automatic,3432000,Not SUV,108.2238082,,,
1909,Nissan,2011,2,335021,2500,Petrol,CVT,3780000,SUV,141.9929683,,,
1910,Honda,2012,2,79396,2400,Petrol,Automatic,5775000,SUV,120.3310015,,,
1911,Ford,2002,3,253810,4000,Petrol,Automatic,1470000,SUV,103.6416019,,,
1912,Honda,2015,2,83310,2400,Petrol,CVT,8400000,SUV,137.4128104,,,
1914,Lexus,2013,3,82065,3500,Petrol,Automatic,8528000,SUV,120.7825672,,,
1915,Toyota,2009,3,165863,1800,Petrol,Automatic,3120000,Not SUV,129.3582081,,,
1916,Nissan,2004,3,328883,5600,Petrol,Automatic,1680000,Not SUV,112.8321389,,,
1917,Toyota,2006,3,284652,3300,Petrol,Automatic,2625000,SUV,105.8547276,,,
1918,Toyota,2004,3,402783,2400,Petrol,Automatic,2100000,Not SUV,112.8321389,,,
1919,Honda,2016,2,69381,2400,Petrol,CVT,6825000,Not SUV,169.7856929,,,
1921,Toyota,2012,2,77459,2400,Petrol,Automatic,5565000,Not SUV,120.3310015,,,
1922,Toyota,2014,3,179056,1800,Petrol,Manual,3045000,Not SUV,122.1199565,,,
1923,Toyota,2012,3,107663,2500,Petrol,Automatic,4056000,Not SUV,120.3310015,,,
1924,Kia,2004,3,149509,3500,Petrol,Automatic,1470000,Not SUV,112.8321389,,,
1926,Ford,2010,3,288554,3500,Petrol,Automatic,3328000,SUV,130.380255,,,
1927,Toyota,2014,3,170008,1800,Petrol,Automatic,4200000,Not SUV,122.1199565,,,
1928,Toyota,2013,2,73632,1800,Petrol,Automatic,4725000,Not SUV,120.7825672,,,
1929,Toyota,2010,3,189224,1800,Petrol,Automatic,2625000,Not SUV,130.380255,,,
1930,Hyundai,2013,3,51115,1800,Petrol,Automatic,2808000,Not SUV,120.7825672,,,
1931,Toyota,2007,3,360654,3500,Petrol,Automatic,2600000,Not SUV,108.2238082,,,
1933,Nissan,2013,2,184398,2500,Petrol,Automatic,2625000,Not SUV,120.7825672,,,
1934,Toyota,2004,3,219385,2400,Petrol,Automatic,1575000,Not SUV,112.8321389,,,
1935,Nissan,2014,3,55684,3500,Petrol,Automatic,5250000,SUV,122.1199565,,,
1936,Honda,2007,2,199827,3500,Petrol,Automatic,2625000,Not SUV,108.2238082,,,
1939,Nissan,2013,2,247024,2500,Petrol,Automatic,4784000,Not SUV,120.7825672,,,
1940,Mazda,2007,3,190830,2300,Petrol,Automatic,3432000,SUV,108.2238082,,,
1941,Kia,2013,2,134409,2400,Petrol,Automatic,6615000,SUV,120.7825672,,,
1942,Toyota,2007,2,248511,1800,Petrol,Automatic,2940000,Not SUV,108.2238082,,,
1943,Nissan,2015,3,50278,3500,Petrol,Automatic,7875000,SUV,137.4128104,,,
1944,Hyundai,2014,3,73822,1800,Petrol,Automatic,2625000,Not SUV,122.1199565,,,
1946,Toyota,2007,3,150685,2400,Petrol,Automatic,2500000,Not SUV,108.2238082,,,
1947,Toyota,2009,3,105332,2400,Petrol,Automatic,2520000,Not SUV,129.3582081,,,
1948,Toyota,2007,3,330626,3000,Petrol,Automatic,2467500,Not SUV,108.2238082,,,
1949,Nissan,2009,2,380428,2500,Petrol,Automatic,3465000,SUV,129.3582081,,,
1950,Toyota,2006,2,328057,3500,Petrol,Automatic,2100000,Not SUV,105.8547276,,,
1952,Ford,2013,3,188352,3500,Petrol,Automatic,3640000,SUV,120.7825672,,,
1953,Lexus,2007,2,182057,3500,Petrol,Automatic,4200000,Not SUV,108.2238082,,,
1954,Toyota,2002,2,294879,3000,Petrol,Automatic,2625000,Not SUV,103.6416019,,,
1955,Honda,2017,2,60947,2400,Petrol,Automatic,7140000,Not SUV,192.3100693,,,
1958,Toyota,2009,3,173076,1800,Petrol,Automatic,2600000,Not SUV,129.3582081,,,
1959,Toyota,2011,3,84629,1800,Petrol,Automatic,3640000,Not SUV,141.9929683,,,
1960,Ford,2002,3,253810,4000,Petrol,Automatic,1470000,SUV,103.6416019,,,
1961,Toyota,2004,3,221095,3300,Petrol,Automatic,1575000,Not SUV,112.8321389,,,
1962,Lexus,2005,3,293484,3300,Petrol,Automatic,2415000,Not SUV,107.9017948,,,
1964,Toyota,2006,3,240002,2400,Petrol,Automatic,3016000,SUV,105.8547276,,,
1966,Ford,2014,3,213249,2000,Petrol,Automatic,2625000,Not SUV,122.1199565,,,
1970,Mitsubishi,2013,3,126935,2500,Petrol,Manual,2625000,Not SUV,120.7825672,,,
1971,Nissan,2006,3,57358,3500,Petrol,Automatic,1560000,SUV,105.8547276,,,
1972,Honda,2005,3,24726,2400,Petrol,Automatic,1560000,SUV,107.9017948,,,
1975,Toyota,2004,3,375259,2400,Petrol,Automatic,1575000,Not SUV,112.8321389,,,
1976,Honda,2004,2,401187,3500,Petrol,Automatic,2912000,SUV,112.8321389,,,
1977,Honda,2015,3,78522,2000,Petrol,Automatic,7875000,SUV,137.4128104,,,
1978,Toyota,2009,3,165916,2400,Petrol,Automatic,2205000,Not SUV,129.3582081,,,
1979,Lexus,2002,3,308475,3000,Petrol,Automatic,1575000,Not SUV,103.6416019,,,
1980,Toyota,2008,3,253998,2400,Petrol,Automatic,2415000,Not SUV,106.9462997,,,
1981,Toyota,2007,3,255926,2400,Petrol,Automatic,2600000,Not SUV,108.2238082,,,
1982,Hyundai,2014,2,120005,3300,Petrol,Automatic,9880000,SUV,122.1199565,,,
1983,Nissan,2010,2,353097,2500,Petrol,Automatic,3465000,SUV,130.380255,,,
1984,Lexus,2002,3,317078,3300,Petrol,Automatic,1890000,Not SUV,103.6416019,,,
1985,Nissan,2010,2,164448,3500,Petrol,Automatic,3045000,Not SUV,130.380255,,,
1986,Honda,2017,2,60947,2400,Petrol,Automatic,7140000,Not SUV,192.3100693,,,
1987,Lexus,2008,2,198621,3500,Petrol,Automatic,6240000,SUV,106.9462997,,,
1989,Toyota,2006,3,240325,3300,Hybrid,Automatic,1890000,SUV,105.8547276,,,
1990,Toyota,2002,3,38031,2400,Petrol,Automatic,1560000,Not SUV,103.6416019,,,
1993,Toyota,2000,3,259598,3000,Petrol,Automatic,1365000,SUV,53.2519,,,
1995,Toyota,2002,3,380424,2500,Petrol,Automatic,1872000,Not SUV,103.6416019,,,
1996,Toyota,2002,3,38031,2400,Petrol,Automatic,1560000,Not SUV,103.6416019,,,
1997,Toyota,2004,2,82059,2400,Petrol,Automatic,2500000,Not SUV,112.8321389,,,
1998,Honda,2016,2,122779,2400,Petrol,Automatic,6825000,Not SUV,169.7856929,,,
1999,Nissan,2010,3,166175,2500,Petrol,Automatic,2625000,Not SUV,130.380255,,,
2000,Toyota,2012,3,96352,1800,Petrol,Automatic,3120000,Not SUV,120.3310015,,,
2001,Nissan,2010,2,164448,3500,Petrol,Automatic,3045000,Not SUV,130.380255,,,
2002,Nissan,2006,3,57358,3500,Petrol,Automatic,1560000,SUV,105.8547276,,,
2003,Ford,2014,3,213249,2000,Petrol,Automatic,2625000,Not SUV,122.1199565,,,
2004,Honda,2012,3,227802,3500,Petrol,Automatic,6760000,SUV,120.3310015,,,
2006,Mitsubishi,2013,3,126935,2500,Petrol,Manual,2625000,Not SUV,120.7825672,,,
2008,Nissan,2007,2,283434,3500,Petrol,Automatic,2625000,Not SUV,108.2238082,,,
2009,Pontiac,2009,3,134619,2400,Petrol,Automatic,2808000,Not SUV,129.3582081,,,
2011,Mercedes-Benz,2011,3,99327,3500,Petrol,Automatic,4200000,Not SUV,141.9929683,,,
2012,Nissan,2008,2,125945,3500,Petrol,Automatic,3120000,Not SUV,106.9462997,,,
2015,Lexus,2000,3,222631,4700,Petrol,Automatic,1470000,SUV,53.2519,,,
2016,Toyota,2008,2,152808,2000,Petrol,Automatic,4160000,Not SUV,106.9462997,,,
2017,Toyota,2012,3,135879,3500,Petrol,Automatic,4410000,Not SUV,120.3310015,,,
2018,Toyota,2009,3,252925,2400,Petrol,Automatic,2100000,Not SUV,129.3582081,,,
2020,Toyota,2003,3,271092,2400,Petrol,Automatic,1514000,Not SUV,120.8084383,,,
2021,Toyota,2007,3,245734,1800,Petrol,Automatic,2100000,Not SUV,108.2238082,,,
2022,Nissan,2010,3,184695,2500,Petrol,CVT,2100000,SUV,130.380255,,,
2023,Toyota,2009,3,105332,2400,Petrol,Automatic,2520000,Not SUV,129.3582081,,,
2024,Toyota,2008,3,162039,1800,Petrol,Automatic,2415000,Not SUV,106.9462997,,,
2026,Toyota,2003,3,240839,3000,Petrol,Automatic,1575000,Not SUV,120.8084383,,,
2027,Nissan,2009,2,289805,1800,Petrol,Automatic,2520000,Not SUV,129.3582081,,,
2028,Honda,2009,3,312879,3500,Petrol,Automatic,3150000,SUV,129.3582081,,,
2030,Toyota,2009,3,167474,2400,Petrol,Automatic,2600000,Not SUV,129.3582081,,,
2031,Chevrolet,2007,3,28334,1800,Petrol,AMT,1365000,Not SUV,108.2238082,,,
2032,Toyota,2014,3,212601,1800,Petrol,Automatic,4740000,Not SUV,122.1199565,,,
2034,Chevrolet,2015,3,87919,3600,Petrol,Automatic,10500000,Not SUV,137.4128104,,,
2035,Toyota,2009,3,165916,2400,Petrol,Automatic,2205000,Not SUV,129.3582081,,,
2036,Honda,2010,3,109575,3500,Petrol,Automatic,3120000,SUV,130.380255,,,
2037,Nissan,2006,3,38345,2500,Petrol,Automatic,1560000,SUV,105.8547276,,,
2038,Lexus,2004,3,218279,3000,Petrol,Automatic,1995000,Not SUV,112.8321389,,,
2039,Toyota,2006,3,146051,4700,Petrol,Automatic,2625000,Not SUV,105.8547276,,,
2040,Toyota,2006,3,142285,3500,Petrol,Automatic,2100000,SUV,105.8547276,,,
2041,Lexus,2004,3,147425,3300,Petrol,Automatic,2200000,Not SUV,112.8321389,,,
2043,Nissan,2005,2,97179,3500,Petrol,Automatic,2625000,Not SUV,107.9017948,,,
2044,Lexus,2003,3,135610,3000,Petrol,Automatic,2288000,Not SUV,120.8084383,,,
2045,Toyota,2004,3,251095,2400,Petrol,Automatic,1664000,Not SUV,112.8321389,,,
2046,Hyundai,2013,3,62385,1800,Petrol,Automatic,2730000,Not SUV,120.7825672,,,
2047,Toyota,2008,3,162039,1800,Petrol,Automatic,2415000,Not SUV,106.9462997,,,
2048,Kia,2016,3,110628,2000,Petrol,Automatic,5250000,Not SUV,169.7856929,,,
2049,Honda,2006,2,186607,3500,Petrol,Automatic,2808000,Not SUV,105.8547276,,,
2050,Toyota,2004,3,375259,2400,Petrol,Automatic,1575000,Not SUV,112.8321389,,,
2052,Nissan,2013,3,94561,1800,Petrol,Automatic,2835000,Not SUV,120.7825672,,,
2053,Toyota,2002,2,130029,3000,Petrol,Automatic,2100000,Not SUV,103.6416019,,,
2054,Nissan,2015,3,32325,3500,Petrol,Automatic,7560000,SUV,137.4128104,,,
2056,Honda,2008,3,248616,3500,Petrol,Automatic,1785000,Not SUV,106.9462997,,,
2057,Hyundai,2013,3,104060,1800,Petrol,Automatic,2625000,Not SUV,120.7825672,,,
2059,Toyota,2002,2,416112,2400,Petrol,Automatic,2704000,Not SUV,103.6416019,,,
2061,Honda,2006,3,338743,3500,Petrol,Automatic,2625000,Not SUV,105.8547276,,,
2062,Toyota,2004,3,135526,2400,Petrol,Automatic,2392000,Not SUV,112.8321389,,,
2063,Toyota,2009,3,252925,2400,Petrol,Automatic,2100000,Not SUV,129.3582081,,,
2064,Toyota,2013,3,153347,2500,Petrol,Automatic,3045000,Not SUV,120.7825672,,,
2066,Toyota,2006,2,141166,1800,Petrol,Automatic,2730000,Not SUV,105.8547276,,,
2067,Toyota,2012,3,135879,3500,Petrol,Automatic,4410000,Not SUV,120.3310015,,,
2068,Nissan,2013,3,60480,1800,Petrol,Automatic,1942500,Not SUV,120.7825672,,,
2069,Toyota,2008,3,160041,1800,Petrol,Automatic,3016000,Not SUV,106.9462997,,,
2070,Nissan,2010,3,166175,2500,Petrol,Automatic,2625000,Not SUV,130.380255,,,
2071,Honda,2008,3,248616,3500,Petrol,Automatic,1785000,Not SUV,106.9462997,,,
2073,Lexus,2000,2,213792,3000,Petrol,Automatic,2205000,Not SUV,53.2519,,,
2075,Toyota,2009,2,122265,2400,Petrol,Automatic,4056000,Not SUV,129.3582081,,,
2076,Toyota,2007,3,220381,2400,Hybrid,Automatic,2100000,Not SUV,108.2238082,,,
2077,Toyota,2007,2,76755,2400,Petrol,Automatic,2835000,Not SUV,108.2238082,,,
2078,Toyota,2006,3,142285,3500,Petrol,Automatic,2100000,SUV,105.8547276,,,
2079,Toyota,2008,3,186102,3000,Petrol,Automatic,2100000,Not SUV,106.9462997,,,
2080,Toyota,2006,2,293596,1800,Petrol,Automatic,3045000,Not SUV,105.8547276,,,
2081,Toyota,2004,3,192967,2400,Petrol,Automatic,1872000,Not SUV,112.8321389,,,
2082,Land Rover,2007,3,150360,4700,Petrol,Automatic,2625000,Not SUV,108.2238082,,,
2083,Honda,2003,2,196184,2000,Petrol,Automatic,1785000,Not SUV,120.8084383,,,
2084,Nissan,2007,2,283434,3500,Petrol,Automatic,2625000,Not SUV,108.2238082,,,
2085,Toyota,2008,3,168720,1800,Petrol,Automatic,2415000,Not SUV,106.9462997,,,
2086,Honda,2010,3,229773,3500,Petrol,Automatic,2288000,Not SUV,130.380255,,,
2088,Toyota,2002,3,140910,3500,Petrol,Automatic,1365000,Not SUV,103.6416019,,,
2091,Toyota,2008,3,384828,1500,Hybrid,Automatic,2100000,Not SUV,106.9462997,,,
2093,Toyota,2012,3,116030,1800,Petrol,Automatic,3432000,Not SUV,120.3310015,,,
2094,Toyota,2011,2,432495,3500,Petrol,Automatic,4680000,Not SUV,141.9929683,,,
2095,Honda,2015,3,78522,2000,Petrol,Automatic,7875000,SUV,137.4128104,,,
2096,Honda,2007,2,389149,3500,Petrol,Automatic,2912000,SUV,108.2238082,,,
2097,Toyota,2008,3,186102,3000,Petrol,Automatic,2100000,Not SUV,106.9462997,,,
2098,Toyota,2004,2,214962,1800,Petrol,Automatic,2625000,Not SUV,112.8321389,,,
2099,Infiniti,2003,3,117701,3500,Petrol,Automatic,1260000,Not SUV,120.8084383,,,
2100,Honda,2003,3,175567,3500,Petrol,Automatic,1612000,SUV,120.8084383,,,
2101,Toyota,2005,3,342742,3300,Petrol,Automatic,1680000,SUV,107.9017948,,,
2102,Honda,2010,3,197853,3500,Petrol,Automatic,2730000,Not SUV,130.380255,,,
2104,Toyota,2002,3,226225,3000,Petrol,Automatic,1560000,Not SUV,103.6416019,,,
2105,Toyota,2004,2,416093,2400,Petrol,Automatic,2912000,Not SUV,112.8321389,,,
2106,Honda,2005,2,122222,3500,Petrol,Automatic,2964000,Not SUV,107.9017948,,,
2107,Toyota,2006,2,439547,1800,Petrol,Automatic,3120000,Not SUV,105.8547276,,,
2108,Jeep,2014,3,51566,3600,Petrol,Automatic,18900000,SUV,122.1199565,,,
2109,Toyota,2004,3,268447,1800,Petrol,Automatic,1872000,Not SUV,112.8321389,,,
2110,Honda,2013,3,182450,2400,Petrol,Automatic,5200000,Not SUV,120.7825672,,,
2111,Honda,2003,2,196184,2000,Petrol,Automatic,1785000,Not SUV,120.8084383,,,
2112,Nissan,2008,2,213339,2500,Petrol,Automatic,3028000,SUV,106.9462997,,,
2113,Toyota,2006,3,207615,4000,Petrol,Automatic,6240000,SUV,105.8547276,,,
2115,Toyota,2005,3,166024,1800,Petrol,Automatic,1942500,Not SUV,107.9017948,,,
2117,Honda,2013,3,104281,2400,Petrol,Automatic,4200000,SUV,120.7825672,,,
2118,Kia,2011,3,97279,1600,Petrol,Automatic,1680000,Not SUV,141.9929683,,,
2119,Honda,2009,3,202694,3500,Petrol,Automatic,2625000,SUV,129.3582081,,,
2120,Honda,2011,3,226014,3500,Petrol,Automatic,2940000,SUV,141.9929683,,,
2121,Hyundai,2012,3,100000,2500,Petrol,Automatic,2625000,SUV,120.3310015,,,
2122,Ford,2001,3,183738,2300,Petrol,Automatic,1470000,SUV,98.78961463,,,
2123,Toyota,2004,2,395286,1800,Petrol,Automatic,2730000,Not SUV,112.8321389,,,
2124,Hyundai,2013,3,134852,1800,Petrol,Automatic,3120000,Not SUV,120.7825672,,,
2125,Hyundai,2014,3,66462,2400,Petrol,Automatic,2835000,Not SUV,122.1199565,,,
2126,Hyundai,2007,3,476812,2000,Petrol,Automatic,2496000,Not SUV,108.2238082,,,
2127,Kia,2013,3,83132,1600,Petrol,Automatic,2310000,Not SUV,120.7825672,,,
2128,Honda,2008,3,344223,3500,Petrol,Automatic,2600000,SUV,106.9462997,,,
2129,Hyundai,2010,3,262797,3800,Petrol,Automatic,2677500,SUV,130.380255,,,
2130,Toyota,2002,3,88480,2400,Petrol,Automatic,1560000,Not SUV,103.6416019,,,
2131,Toyota,2008,3,168720,1800,Petrol,Automatic,2415000,Not SUV,106.9462997,,,
2133,Toyota,2004,3,268447,1800,Petrol,Automatic,1872000,Not SUV,112.8321389,,,
2134,Nissan,2015,3,32325,3500,Petrol,Automatic,7560000,SUV,137.4128104,,,
2135,Honda,2006,2,186607,3500,Petrol,Automatic,2808000,Not SUV,105.8547276,,,
2137,Kia,2013,2,134409,2400,Petrol,Automatic,6615000,SUV,120.7825672,,,
2138,Toyota,2008,3,246651,1800,Petrol,Automatic,2310000,Not SUV,106.9462997,,,
2139,Jeep,2014,3,51566,3600,Petrol,Automatic,18900000,SUV,122.1199565,,,
2140,Toyota,2006,3,124738,1800,Petrol,Automatic,1890000,Not SUV,105.8547276,,,
2141,Mitsubishi,2007,3,220442,3800,Petrol,Automatic,3465000,SUV,108.2238082,,,
2143,Nissan,2014,3,93520,5600,Petrol,Automatic,2310000,SUV,122.1199565,,,
2146,Toyota,2003,3,116440,2000,Petrol,Automatic,2080000,SUV,120.8084383,,,
2147,Honda,2013,3,182450,2400,Petrol,Automatic,5200000,Not SUV,120.7825672,,,
2149,Toyota,2006,3,415172,1800,Petrol,Automatic,2080000,Not SUV,105.8547276,,,
2150,Acura,2002,3,200741,3500,Petrol,Automatic,1260000,SUV,103.6416019,,,
2152,Toyota,2002,3,226225,3000,Petrol,Automatic,1560000,Not SUV,103.6416019,,,
2153,Honda,2008,3,344223,3500,Petrol,Automatic,2600000,SUV,106.9462997,,,
2154,Nissan,2013,3,94561,1800,Petrol,Automatic,2835000,Not SUV,120.7825672,,,
2156,Nissan,2013,3,43644,2000,Petrol,CVT,2940000,SUV,120.7825672,,,
2157,Nissan,2009,2,291436,1800,Petrol,Automatic,2625000,Not SUV,129.3582081,,,
2159,Toyota,2009,3,154581,2400,Petrol,Automatic,2310000,Not SUV,129.3582081,,,
2160,Toyota,2012,3,116030,1800,Petrol,Automatic,3432000,Not SUV,120.3310015,,,
2161,Toyota,2005,3,166024,1800,Petrol,Automatic,1942500,Not SUV,107.9017948,,,
2162,Honda,2008,3,308650,3500,Petrol,Automatic,2730000,Not SUV,106.9462997,,,
2163,Toyota,2000,2,324010,3500,Petrol,Automatic,2415000,Not SUV,53.2519,,,
2164,Ford,2007,3,217815,3000,Petrol,Automatic,1575000,SUV,108.2238082,,,
2165,Hyundai,2007,3,476812,2000,Petrol,Automatic,2496000,Not SUV,108.2238082,,,
2166,Honda,2009,3,49198,3500,Petrol,Automatic,2730000,SUV,129.3582081,,,
2169,Toyota,2009,3,218754,2000,Petrol,Automatic,2100000,Not SUV,129.3582081,,,
2171,Mazda,2010,2,157791,2500,Petrol,Automatic,2625000,Not SUV,130.380255,,,
2172,Toyota,2009,3,92488,2500,Petrol,Automatic,2100000,Not SUV,129.3582081,,,
2173,Honda,2010,3,109575,3500,Petrol,Automatic,3120000,SUV,130.380255,,,
2174,Kia,2012,3,168761,1800,Petrol,Automatic,1575000,Not SUV,120.3310015,,,
2175,Toyota,2014,3,212601,1800,Petrol,Automatic,4740000,Not SUV,122.1199565,,,
2176,Chevrolet,2017,2,27228,3600,Petrol,Automatic,15750000,Not SUV,192.3100693,,,
2177,Honda,2004,3,255711,3500,Petrol,Automatic,2496000,SUV,112.8321389,,,
2178,Pontiac,2009,3,134619,2400,Petrol,Automatic,2808000,Not SUV,129.3582081,,,
2180,Infiniti,2006,3,302481,3500,Petrol,Automatic,1785000,Not SUV,105.8547276,,,
2182,Toyota,2004,2,214962,1800,Petrol,Automatic,2625000,Not SUV,112.8321389,,,
2183,Infiniti,2006,3,122889,3600,Petrol,Automatic,1260000,Not SUV,105.8547276,,,
2184,Pontiac,2009,3,213448,2400,Petrol,Automatic,2520000,Not SUV,129.3582081,,,
2185,Mazda,2006,2,351273,3000,Petrol,Automatic,2415000,Not SUV,105.8547276,,,
2186,Honda,2007,2,389149,3500,Petrol,Automatic,2912000,SUV,108.2238082,,,
2187,Honda,2003,3,175567,3500,Petrol,Automatic,1612000,SUV,120.8084383,,,
2191,Toyota,2006,3,111133,2400,Petrol,Automatic,2047500,SUV,105.8547276,,,
2193,Honda,2006,3,328495,3500,Petrol,Automatic,1872000,SUV,105.8547276,,,
2194,Honda,2004,2,401187,3500,Petrol,Automatic,2912000,SUV,112.8321389,,,
2195,Lexus,2007,3,220726,3500,Petrol,Automatic,4680000,SUV,108.2238082,,,
2196,Nissan,2008,3,95066,2500,Petrol,Automatic,2625000,Not SUV,106.9462997,,,
2197,Ford,2010,3,270431,3500,Petrol,Automatic,2612000,SUV,130.380255,,,
2198,Toyota,2002,3,176533,2400,Petrol,Automatic,1560000,Not SUV,103.6416019,,,
2199,Toyota,2003,3,271345,2400,Petrol,Automatic,1612000,Not SUV,120.8084383,,,
2201,Honda,2016,2,48348,2400,Petrol,Automatic,8320000,Not SUV,169.7856929,,,
2202,Toyota,2003,3,170206,3000,Petrol,Automatic,2704000,SUV,120.8084383,,,
2207,Honda,2013,2,152229,3500,Petrol,Automatic,5040000,Not SUV,120.7825672,,,
2208,Honda,2005,3,159924,3500,Petrol,Automatic,1872000,SUV,107.9017948,,,
2209,Hyundai,2007,2,96891,2400,Petrol,Automatic,2525000,Not SUV,108.2238082,,,
2210,Nissan,2007,3,306577,4000,Petrol,Automatic,2520000,Not SUV,108.2238082,,,
2211,BMW,2002,3,176466,3000,Petrol,Automatic,1687500,SUV,103.6416019,,,
2212,Ford,2001,3,239647,2800,Petrol,Automatic,1365000,SUV,98.78961463,,,
2213,Honda,2009,2,159132,2400,Petrol,Automatic,2677500,Not SUV,129.3582081,,,
2214,Lexus,2007,3,220726,3500,Petrol,Automatic,4680000,SUV,108.2238082,,,
2215,Toyota,2003,3,116440,2000,Petrol,Automatic,2080000,SUV,120.8084383,,,
2216,Rover,2012,2,163834,2000,Petrol,Automatic,10185000,SUV,120.3310015,,,
2217,Mercedes-Benz,2007,3,110735,3500,Petrol,Automatic,2940000,SUV,108.2238082,,,
2218,Honda,2016,2,121625,2400,Petrol,Automatic,6825000,Not SUV,169.7856929,,,
2219,Lexus,2004,3,151357,3300,Petrol,Automatic,4680000,SUV,112.8321389,,,
2220,Lexus,2007,3,103245,3500,Petrol,Automatic,2100000,Not SUV,108.2238082,,,
2221,Chevrolet,2017,2,27228,3600,Petrol,Automatic,15750000,Not SUV,192.3100693,,,
2223,Mercedes-Benz,2008,3,171692,3500,Petrol,Automatic,2835000,Not SUV,106.9462997,,,
2226,Mercedes-Benz,2007,3,110735,3500,Petrol,Automatic,2940000,SUV,108.2238082,,,
2228,Kia,2011,3,98022,1600,Petrol,Automatic,2310000,Not SUV,141.9929683,,,
2231,Honda,2010,3,121664,2400,Petrol,Automatic,2392000,Not SUV,130.380255,,,
2233,Nissan,2007,3,233903,3000,Petrol,Automatic,1680000,SUV,108.2238082,,,
2234,Honda,2005,3,273444,3500,Petrol,Automatic,1560000,SUV,107.9017948,,,
2235,Mazda,2000,2,147611,1800,Petrol,Automatic,2310000,Not SUV,53.2519,,,
2236,Toyota,2007,3,89097,1800,Petrol,Automatic,2080000,Not SUV,108.2238082,,,
2237,Ford,2012,2,36559,1600,Petrol,Automatic,3885000,Not SUV,120.3310015,,,
2238,Mercedes-Benz,2008,3,171692,3500,Petrol,Automatic,2835000,Not SUV,106.9462997,,,
2240,Toyota,2004,3,291620,1800,Petrol,Automatic,1680000,Not SUV,112.8321389,,,
2241,Toyota,2008,3,113747,2400,Petrol,Automatic,2205000,Not SUV,106.9462997,,,
2242,Honda,2013,3,174100,3500,Petrol,Automatic,3675000,Not SUV,120.7825672,,,
2243,Ford,2007,3,115945,3500,Petrol,AMT,1575000,SUV,108.2238082,,,
2245,Hyundai,2013,3,134852,1800,Petrol,Automatic,3120000,Not SUV,120.7825672,,,
2246,Lexus,2008,3,115820,4700,Petrol,Automatic,4200000,SUV,106.9462997,,,
