MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Year of Joining,year code,Month of joining,Work_len_quaters,Joining Designation,Designation,Promotions,Quarterly Rating
10/1/2017,908,47,Male,C4,Bachelor,33883,10/21/2015,10/10/2017,2015,5,10,8,1,2,1,2
3/1/2016,909,49,Male,C19,Bachelor,58807,7/11/2015,3/17/2016,2015,5,7,3,2,2,0,1
10/1/2016,910,36,Male,C2,Master,44326,9/21/2015,10/18/2016,2015,5,9,4,1,1,0,1
4/1/2017,912,38,Male,C8,College,65995,12/14/2016,4/5/2017,2016,6,12,1,3,3,0,1
12/1/2016,914,26,Female,C5,Master,45234,9/12/2016,12/15/2016,2016,6,9,1,1,1,0,1
8/1/2016,915,46,Male,C2,College,18512,1/28/2013,8/10/2016,2013,3,1,14,1,1,0,2
10/1/2016,916,25,Male,C15,College,30136,9/1/2016,10/15/2016,2016,6,9,0,1,1,0,1
12/1/2016,917,25,Male,C22,Master,60391,5/30/2016,12/23/2016,2016,6,5,2,1,1,0,1
9/1/2017,918,25,Female,C4,Master,20379,8/30/2017,9/5/2017,2017,7,8,0,1,1,0,1
11/1/2017,919,28,Female,C13,Master,39854,8/7/2017,11/1/2017,2017,7,8,1,2,2,0,1
1/1/2017,921,34,Female,C11,Master,55630,11/14/2016,1/16/2017,2016,6,11,1,2,2,0,1
3/1/2016,922,34,Female,C25,Bachelor,47484,10/19/2015,3/5/2016,2015,5,10,2,1,1,0,1
2/1/2017,923,31,Female,C29,Master,70339,1/2/2017,1/30/2017,2017,7,1,0,2,2,0,1
11/1/2016,924,25,Male,C24,Master,60056,5/8/2015,11/4/2016,2015,5,5,6,2,2,0,2
10/1/2017,927,29,Male,C29,Master,61371,5/4/2017,10/18/2017,2017,7,5,2,1,1,0,1
2/1/2017,928,33,Female,C2,College,67236,1/20/2017,2/9/2017,2017,7,1,0,3,3,0,1
1/1/2016,929,31,Male,C4,Bachelor,20245,7/14/2015,12/31/2015,2015,5,7,2,2,2,0,1
1/1/2016,930,37,Female,C7,Master,37285,10/16/2015,1/2/2016,2015,5,10,1,1,1,0,1
7/1/2017,931,29,Female,C12,College,59393,11/1/2016,7/24/2017,2016,6,11,3,3,3,0,3
8/1/2016,935,39,Female,C20,College,23823,10/22/2015,8/19/2016,2015,5,10,3,1,1,0,1
5/1/2016,937,32,Male,C13,College,36846,5/7/2015,5/12/2016,2015,5,5,4,1,2,1,1
8/1/2017,938,34,Female,C4,Master,70330,3/4/2017,7/29/2017,2017,7,3,2,3,3,0,1
2/1/2017,939,45,Female,C22,College,87153,7/30/2012,2/25/2017,2012,2,7,18,1,4,3,1
10/1/2017,940,23,Female,C22,Master,69972,5/1/2017,10/17/2017,2017,7,5,2,1,1,0,2
10/1/2017,941,36,Female,C14,Bachelor,100893,5/8/2017,9/28/2017,2017,7,5,2,3,3,0,1
4/1/2017,942,29,Male,C28,Master,40688,2/13/2017,4/22/2017,2017,7,2,1,2,2,0,1
7/1/2016,944,36,Female,C20,College,93093,7/11/2014,7/19/2016,2014,4,7,8,1,3,2,1
9/1/2017,947,30,Female,C6,Bachelor,74402,4/12/2017,9/19/2017,2017,7,4,2,3,3,0,1
3/1/2016,948,35,Female,C12,Master,24634,1/9/2016,3/12/2016,2016,6,1,1,1,1,0,1
6/1/2017,949,25,Female,C24,Master,31392,5/23/2017,6/27/2017,2017,7,5,0,1,1,0,1
7/1/2017,951,41,Male,C13,College,70478,10/31/2016,7/13/2017,2016,6,10,3,3,3,0,1
9/1/2016,953,26,Male,C13,College,17253,6/1/2016,9/5/2016,2016,6,6,1,1,1,0,1
6/1/2017,955,33,Male,C10,Master,99893,3/30/2017,6/8/2017,2017,7,3,1,3,3,0,1
12/1/2017,958,35,Male,C22,College,50799,6/5/2017,11/28/2017,2017,7,6,2,2,2,0,1
2/1/2016,961,42,Female,C26,Master,35996,12/14/2015,2/5/2016,2015,5,12,1,1,1,0,1
1/1/2016,962,37,Male,C9,Bachelor,45278,12/8/2015,1/13/2016,2015,5,12,0,1,1,0,1
12/1/2016,964,31,Male,C8,College,46679,7/11/2016,12/15/2016,2016,6,7,2,2,2,0,1
4/1/2016,965,42,Male,C20,Master,74516,5/13/2013,4/26/2016,2013,3,5,12,1,2,1,1
1/1/2016,967,45,Male,C11,Master,59526,10/5/2015,12/31/2015,2015,5,10,1,2,2,0,1
5/1/2016,968,26,Male,C4,Bachelor,20785,9/17/2015,4/29/2016,2015,5,9,2,1,1,0,1
12/1/2017,970,38,Male,C4,College,83350,9/28/2017,11/28/2017,2017,7,9,1,3,3,0,1
2/1/2016,971,26,Male,C29,Master,61982,11/30/2015,2/1/2016,2015,5,11,1,3,3,0,1
7/1/2016,972,52,Male,C1,College,47194,1/25/2013,6/30/2016,2013,3,1,14,1,2,1,1
5/1/2016,974,23,Female,C8,Bachelor,30461,8/3/2015,4/30/2016,2015,5,8,3,1,1,0,1
1/1/2017,975,38,Female,C7,Bachelor,33721,9/22/2016,1/28/2017,2016,6,9,1,1,1,0,1
10/1/2017,977,31,Female,C16,Bachelor,28297,10/4/2016,10/21/2017,2016,6,10,4,1,1,0,1
4/1/2016,978,32,Male,C12,Master,60185,1/5/2016,4/23/2016,2016,6,1,1,2,2,0,1
2/1/2017,979,28,Female,C23,Master,41620,7/21/2016,2/13/2017,2016,6,7,2,1,1,0,2
12/1/2017,980,36,Male,C27,Master,49277,9/28/2017,12/8/2017,2017,7,9,1,2,2,0,1
4/1/2017,984,29,Male,C22,Master,53058,5/20/2015,4/13/2017,2015,5,5,8,1,2,1,1
9/1/2016,985,28,Male,C25,Bachelor,49031,12/11/2013,9/10/2016,2013,3,12,11,1,1,0,1
4/1/2016,994,32,Male,C20,Master,39502,12/25/2014,4/23/2016,2014,4,12,5,2,2,0,1
6/1/2016,995,31,Male,C17,Bachelor,69418,5/1/2013,5/30/2016,2013,3,5,12,1,3,2,1
2/1/2016,996,37,Male,C6,Master,46134,5/18/2015,2/6/2016,2015,5,5,3,1,1,0,1
7/1/2016,997,28,Male,C14,College,40654,10/21/2014,6/28/2016,2014,4,10,7,2,2,0,1
5/1/2016,998,32,Male,C19,College,37617,6/2/2015,5/23/2016,2015,5,6,4,1,1,0,1
4/1/2017,1000,28,Female,C3,Master,56016,11/28/2016,4/25/2017,2016,6,11,2,1,1,0,1
9/1/2016,1001,38,Female,C25,Master,127070,1/12/2015,8/30/2016,2015,5,1,7,2,3,1,1
3/1/2016,1002,29,Male,C3,College,58277,12/28/2015,3/4/2016,2015,5,12,1,1,1,0,1
5/1/2016,1003,28,Male,C18,College,11706,8/24/2015,5/5/2016,2015,5,8,3,1,1,0,1
5/1/2016,1004,31,Male,C14,College,58588,11/18/2015,5/2/2016,2015,5,11,2,2,2,0,1
2/1/2016,1005,30,Female,C8,College,58540,8/10/2015,2/15/2016,2015,5,8,2,1,1,0,1
11/1/2017,1007,31,Male,C20,Master,87810,5/3/2017,11/13/2017,2017,7,5,2,2,2,0,1
3/1/2017,1008,23,Male,C27,Bachelor,33831,11/29/2016,3/11/2017,2016,6,11,1,1,1,0,1
5/1/2017,1009,41,Female,C19,College,65464,8/29/2016,5/11/2017,2016,6,8,3,3,3,0,1
10/1/2017,1010,34,Female,C27,Bachelor,120188,9/27/2010,10/2/2017,2010,0,9,28,1,4,3,1
10/1/2017,1011,31,Male,C12,Master,76776,7/11/2017,10/16/2017,2017,7,7,1,2,2,0,1
10/1/2017,1012,39,Male,C8,College,50281,6/24/2017,9/28/2017,2017,7,6,1,3,3,0,1
6/1/2016,1016,47,Female,C12,Master,82704,10/15/2012,6/24/2016,2012,2,10,15,1,2,1,2
9/1/2016,1017,41,Female,C14,Master,57869,9/17/2012,9/22/2016,2012,2,9,16,2,2,0,1
10/1/2016,1020,38,Male,C24,Bachelor,22245,7/12/2016,10/25/2016,2016,6,7,1,3,3,0,2
11/1/2017,1021,38,Male,C29,College,25106,6/20/2017,10/31/2017,2017,7,6,1,1,1,0,1
7/1/2017,1023,27,Male,C26,Master,79926,12/24/2016,6/30/2017,2016,6,12,2,3,3,0,1
6/1/2017,1024,27,Female,C19,Master,24582,5/9/2017,6/7/2017,2017,7,5,0,1,1,0,1
8/1/2016,1027,25,Female,C19,Bachelor,27607,8/5/2016,8/25/2016,2016,6,8,0,1,1,0,1
9/1/2017,1028,26,Male,C15,Master,63844,6/14/2017,9/27/2017,2017,7,6,1,2,2,0,1
1/1/2016,1030,28,Male,C2,Master,20101,9/22/2015,1/9/2016,2015,5,9,1,1,1,0,1
10/1/2017,1033,28,Male,C12,College,41705,11/16/2016,10/16/2017,2016,6,11,4,1,1,0,1
7/1/2017,1035,38,Female,C7,Master,51680,8/18/2015,7/24/2017,2015,5,8,8,2,2,0,4
7/1/2017,1036,39,Female,C17,Master,32263,4/20/2017,7/21/2017,2017,7,4,1,3,3,0,1
2/1/2017,1038,31,Male,C4,Bachelor,21543,11/11/2016,1/31/2017,2016,6,11,1,3,3,0,1
10/1/2016,1040,32,Male,C11,Master,62748,9/8/2016,10/17/2016,2016,6,9,0,2,2,0,1
11/1/2017,1041,38,Female,C18,Bachelor,49443,6/19/2017,11/16/2017,2017,7,6,2,3,3,0,1
11/1/2016,1046,34,Male,C2,Master,76198,10/11/2010,11/24/2016,2010,0,10,25,2,3,1,3
11/1/2017,1048,37,Female,C1,Master,52668,7/17/2017,11/13/2017,2017,7,7,1,2,2,0,1
6/1/2017,1049,28,Male,C26,Master,37278,5/9/2015,6/19/2017,2015,5,5,8,1,1,0,1
2/1/2016,1055,33,Male,C6,Master,70772,5/26/2015,2/9/2016,2015,5,5,3,2,2,0,1
6/1/2017,1058,37,Female,C7,College,47696,12/30/2016,6/24/2017,2016,6,12,2,2,2,0,1
5/1/2016,1059,28,Male,C2,Master,45330,7/13/2015,4/30/2016,2015,5,7,3,1,1,0,1
1/1/2017,1060,32,Male,C29,Bachelor,80290,8/18/2016,1/21/2017,2016,6,8,2,2,2,0,1
5/1/2017,1061,27,Male,C10,Bachelor,24932,12/27/2016,5/25/2017,2016,6,12,2,1,1,0,1
5/1/2017,1062,29,Female,C5,College,69071,3/30/2017,5/10/2017,2017,7,3,0,2,2,0,1
12/1/2017,1063,37,Male,C20,Master,82503,11/30/2016,12/18/2017,2016,6,11,4,3,3,0,1
5/1/2017,1064,34,Male,C27,College,104966,7/18/2016,5/23/2017,2016,6,7,3,3,3,0,1
9/1/2016,1065,46,Male,C4,Master,76467,9/27/2010,9/22/2016,2010,0,9,24,2,3,1,1
4/1/2016,1067,41,Male,C6,Master,68596,4/25/2013,4/18/2016,2013,3,4,12,1,3,2,1
7/1/2016,1069,36,Female,C6,College,55834,12/10/2015,6/28/2016,2015,5,12,2,2,2,0,1
10/1/2017,1072,28,Male,C16,Master,55648,11/21/2013,10/12/2017,2013,3,11,16,1,1,0,1
2/1/2016,1075,40,Male,C14,Bachelor,52480,7/27/2015,2/15/2016,2015,5,7,2,2,2,0,1
7/1/2017,1076,29,Male,C13,Bachelor,51837,11/30/2016,7/5/2017,2016,6,11,2,1,1,0,1
11/1/2017,1079,40,Male,C20,College,84873,6/28/2017,11/13/2017,2017,7,6,2,3,3,0,1
8/1/2016,1080,36,Male,C9,Bachelor,47594,10/22/2015,8/22/2016,2015,5,10,3,1,1,0,1
2/1/2016,1081,24,Female,C5,Master,55551,5/14/2015,2/9/2016,2015,5,5,3,1,1,0,1
9/1/2017,1082,35,Female,C27,Bachelor,35079,4/14/2017,9/4/2017,2017,7,4,2,2,2,0,1
2/1/2017,1083,26,Female,C28,Bachelor,60417,10/28/2016,2/10/2017,2016,6,10,1,1,1,0,1
6/1/2016,1084,30,Male,C1,Master,49521,1/13/2016,6/7/2016,2016,6,1,2,1,1,0,1
5/1/2016,1085,35,Female,C3,Master,62637,10/10/2015,5/9/2016,2015,5,10,2,2,2,0,1
12/1/2017,1086,35,Male,C25,Bachelor,94519,8/31/2017,12/18/2017,2017,7,8,1,2,2,0,1
6/1/2017,1089,37,Male,C11,Master,60905,4/5/2017,6/9/2017,2017,7,4,1,1,1,0,1
10/1/2016,1091,31,Female,C22,Master,45720,1/3/2015,10/8/2016,2015,5,1,7,1,1,0,1
9/1/2017,1092,31,Female,C16,College,36118,2/10/2015,9/20/2017,2015,5,2,10,1,1,0,2
7/1/2016,1094,41,Female,C8,College,56347,8/1/2015,7/14/2016,2015,5,8,4,2,2,0,1
8/1/2016,1095,24,Female,C20,Master,30442,5/9/2015,7/29/2016,2015,5,5,5,1,1,0,1
7/1/2017,1096,26,Male,C14,College,73363,5/22/2017,7/14/2017,2017,7,5,1,2,2,0,1
12/1/2017,1098,40,Male,C10,Bachelor,41591,5/29/2017,12/27/2017,2017,7,5,2,3,3,0,1
8/1/2016,1101,33,Male,C25,Master,26592,9/9/2015,8/27/2016,2015,5,9,4,1,1,0,1
10/1/2017,1102,31,Male,C7,Master,73245,7/13/2017,10/2/2017,2017,7,7,1,3,3,0,1
12/1/2017,1103,26,Male,C1,Master,40318,8/7/2017,11/28/2017,2017,7,8,1,1,1,0,1
12/1/2017,1104,32,Female,C7,Master,73594,6/1/2017,12/12/2017,2017,7,6,2,3,3,0,4
3/1/2016,1105,42,Male,C6,College,59168,6/2/2015,3/18/2016,2015,5,6,3,1,1,0,2
4/1/2016,1108,32,Male,C15,Bachelor,47188,10/22/2015,4/27/2016,2015,5,10,2,1,1,0,1
2/1/2017,1110,26,Male,C18,Bachelor,41167,12/8/2016,2/16/2017,2016,6,12,1,1,1,0,1
5/1/2016,1112,38,Female,C13,Master,27432,9/28/2015,5/21/2016,2015,5,9,3,1,1,0,1
6/1/2017,1113,36,Male,C9,Master,50769,10/10/2016,6/1/2017,2016,6,10,3,1,1,0,1
2/1/2016,1117,34,Male,C26,Master,52990,8/5/2015,2/1/2016,2015,5,8,2,2,2,0,1
11/1/2016,1122,30,Male,C18,Bachelor,80591,10/11/2016,10/31/2016,2016,6,10,0,3,3,0,1
1/1/2017,1123,43,Female,C20,Bachelor,55112,4/30/2013,1/5/2017,2013,3,4,15,1,2,1,1
5/1/2017,1126,38,Male,C25,Bachelor,43747,4/17/2017,5/8/2017,2017,7,4,0,2,2,0,1
12/1/2016,1129,33,Male,C6,College,73087,6/4/2015,12/12/2016,2015,5,6,6,1,2,1,2
2/1/2017,1130,27,Male,C4,Bachelor,46464,10/31/2016,2/20/2017,2016,6,10,1,1,1,0,1
3/1/2016,1131,24,Female,C19,College,68309,5/7/2015,2/27/2016,2015,5,5,3,1,2,1,1
7/1/2017,1133,32,Female,C27,Master,44062,2/11/2017,7/12/2017,2017,7,2,2,1,1,0,1
3/1/2017,1134,34,Male,C19,Bachelor,112066,8/2/2016,2/27/2017,2016,6,8,2,3,3,0,1
1/1/2016,1136,35,Female,C17,College,50118,11/30/2015,1/5/2016,2015,5,11,0,2,2,0,1
12/1/2017,1137,33,Male,C21,Bachelor,102175,8/17/2017,11/28/2017,2017,7,8,1,3,3,0,2
7/1/2017,1138,31,Male,C24,Master,81440,5/29/2017,7/20/2017,2017,7,5,1,3,3,0,1
2/1/2016,1140,25,Male,C29,Bachelor,46856,8/1/2015,2/9/2016,2015,5,8,2,1,1,0,1
4/1/2016,1141,37,Female,C8,Master,61133,9/15/2015,4/5/2016,2015,5,9,2,3,3,0,1
11/1/2016,1143,32,Male,C29,Master,30860,5/14/2015,11/7/2016,2015,5,5,6,1,2,1,1
7/1/2017,1146,34,Male,C26,Bachelor,27548,1/30/2017,7/5/2017,2017,7,1,2,2,2,0,1
11/1/2017,1150,35,Female,C1,Master,38572,3/13/2017,11/14/2017,2017,7,3,3,2,2,0,1
1/1/2017,1151,33,Male,C8,College,103994,8/29/2016,1/11/2017,2016,6,8,1,4,4,0,1
3/1/2016,1152,34,Female,C23,College,17607,1/5/2016,2/27/2016,2016,6,1,1,2,2,0,1
5/1/2016,1154,33,Male,C12,College,30106,11/24/2015,5/2/2016,2015,5,11,2,1,1,0,1
3/1/2016,1155,25,Female,C16,Master,51796,11/6/2015,3/15/2016,2015,5,11,1,1,1,0,1
5/1/2016,1156,31,Male,C27,Bachelor,46239,9/17/2015,4/30/2016,2015,5,9,2,1,1,0,1
7/1/2017,1158,33,Female,C24,Bachelor,62905,8/5/2016,7/12/2017,2016,6,8,4,3,3,0,1
5/1/2017,1160,28,Male,C7,College,12779,2/21/2017,5/15/2017,2017,7,2,1,1,1,0,1
2/1/2016,1163,24,Female,C8,College,22962,9/15/2015,2/2/2016,2015,5,9,2,1,1,0,1
11/1/2017,1164,34,Female,C7,Master,32376,8/4/2014,11/21/2017,2014,4,8,13,1,1,0,2
11/1/2017,1166,35,Male,C10,Bachelor,18378,8/7/2017,11/2/2017,2017,7,8,1,1,1,0,1
11/1/2016,1167,29,Male,C23,College,22895,8/25/2014,11/1/2016,2014,4,8,9,1,2,1,1
5/1/2017,1172,28,Male,C9,Bachelor,76076,12/1/2016,5/22/2017,2016,6,12,2,2,2,0,1
11/1/2016,1175,42,Female,C27,Master,52588,12/6/2014,11/9/2016,2014,4,12,8,1,1,0,2
9/1/2017,1180,33,Female,C16,Bachelor,66416,6/14/2017,9/27/2017,2017,7,6,1,2,2,0,1
9/1/2017,1182,38,Male,C24,College,75499,6/8/2017,8/29/2017,2017,7,6,1,3,3,0,1
7/1/2017,1183,35,Male,C12,College,99876,1/30/2017,7/20/2017,2017,7,1,2,3,3,0,1
9/1/2016,1185,27,Male,C24,Master,39328,2/10/2015,9/24/2016,2015,5,2,7,1,1,0,2
1/1/2016,1186,30,Female,C27,Bachelor,64699,2/13/2015,1/13/2016,2015,5,2,4,2,3,1,1
12/1/2016,1187,30,Female,C8,Master,109986,7/29/2016,11/28/2016,2016,6,7,1,3,3,0,1
7/1/2017,1189,26,Male,C19,Bachelor,15970,4/17/2017,7/24/2017,2017,7,4,1,1,1,0,1
9/1/2016,1192,24,Female,C5,Master,21234,7/11/2016,9/19/2016,2016,6,7,1,1,1,0,1
4/1/2017,1193,29,Male,C28,Master,50022,11/15/2016,4/26/2017,2016,6,11,2,2,2,0,1
5/1/2016,1196,26,Male,C23,College,46789,11/30/2015,5/20/2016,2015,5,11,2,2,2,0,1
12/1/2016,1197,22,Female,C6,College,26083,6/21/2016,12/12/2016,2016,6,6,2,1,1,0,2
4/1/2016,1202,30,Female,C10,Master,75735,6/15/2015,4/4/2016,2015,5,6,3,2,2,0,1
11/1/2017,1203,28,Male,C22,Bachelor,51433,8/2/2017,11/14/2017,2017,7,8,1,2,2,0,1
7/1/2017,1204,37,Male,C18,College,40035,5/13/2015,7/14/2017,2015,5,5,9,1,1,0,1
5/1/2017,1205,28,Male,C14,Bachelor,95465,7/21/2015,5/4/2017,2015,5,7,7,2,2,0,3
4/1/2017,1207,28,Male,C24,College,56498,4/12/2017,4/12/2017,2017,7,4,0,2,2,0,1
3/1/2016,1208,30,Male,C10,Master,36558,1/8/2016,3/9/2016,2016,6,1,1,1,1,0,1
7/1/2017,1211,27,Female,C1,Master,48097,6/22/2017,7/17/2017,2017,7,6,0,3,3,0,1
10/1/2016,1212,27,Male,C9,College,47419,5/16/2015,10/4/2016,2015,5,5,6,1,2,1,1
8/1/2017,1215,26,Male,C28,College,18088,5/29/2017,7/29/2017,2017,7,5,1,1,1,0,1
1/1/2017,1216,30,Male,C1,Bachelor,37992,8/13/2016,1/9/2017,2016,6,8,2,1,1,0,1
10/1/2016,1217,38,Male,C5,Master,48409,8/1/2016,10/3/2016,2016,6,8,1,1,1,0,1
12/1/2016,1218,28,Male,C12,Bachelor,37630,10/13/2016,12/17/2016,2016,6,10,1,2,2,0,1
1/1/2017,1219,22,Female,C20,College,30295,10/25/2016,12/31/2016,2016,6,10,1,1,1,0,1
1/1/2017,1220,37,Female,C29,Master,90851,11/15/2016,1/21/2017,2016,6,11,1,3,3,0,1
3/1/2017,1223,28,Male,C14,Master,54527,1/16/2017,3/4/2017,2017,7,1,1,2,2,0,1
3/1/2016,1226,32,Male,C7,College,12456,5/13/2015,3/1/2016,2015,5,5,3,1,1,0,1
5/1/2017,1228,32,Male,C9,Bachelor,45575,9/8/2016,5/5/2017,2016,6,9,3,1,1,0,1
8/1/2017,1229,36,Male,C17,College,115006,12/17/2014,7/29/2017,2014,4,12,10,1,4,3,1
10/1/2016,1232,30,Male,C27,Master,133978,5/31/2012,10/28/2016,2012,2,5,18,2,4,2,2
7/1/2017,1233,32,Female,C5,Bachelor,42565,6/20/2016,7/5/2017,2016,6,6,4,2,2,0,1
3/1/2017,1235,34,Male,C3,College,50372,12/8/2016,2/27/2017,2016,6,12,1,1,1,0,1
10/1/2016,1236,42,Male,C10,Bachelor,94965,11/14/2013,10/6/2016,2013,3,11,12,1,2,1,1
9/1/2016,1239,24,Female,C3,Master,50554,3/10/2015,9/5/2016,2015,5,3,6,1,1,0,1
7/1/2017,1242,43,Female,C24,Master,67971,2/10/2017,7/11/2017,2017,7,2,2,3,3,0,1
11/1/2017,1244,36,Female,C10,College,15291,5/19/2017,11/16/2017,2017,7,5,2,2,2,0,1
12/1/2017,1245,32,Male,C20,Bachelor,43975,7/3/2017,11/28/2017,2017,7,7,2,2,2,0,1
5/1/2016,1246,31,Female,C11,Bachelor,44069,11/18/2015,5/2/2016,2015,5,11,2,1,1,0,1
11/1/2017,1247,32,Male,C29,College,19217,12/1/2016,11/14/2017,2016,6,12,4,1,1,0,1
12/1/2016,1248,35,Female,C27,Bachelor,39499,7/25/2016,12/26/2016,2016,6,7,2,1,1,0,1
1/1/2017,1250,40,Female,C14,Master,55519,5/22/2015,1/27/2017,2015,5,5,7,1,1,0,1
1/1/2017,1251,38,Female,C25,Bachelor,130277,7/4/2016,1/16/2017,2016,6,7,2,3,3,0,1
10/1/2017,1252,24,Female,C6,College,47117,5/30/2017,10/13/2017,2017,7,5,1,2,2,0,1
5/1/2017,1255,41,Male,C2,College,84791,4/24/2017,5/18/2017,2017,7,4,0,3,3,0,1
11/1/2016,1258,29,Female,C23,College,98630,7/21/2016,11/1/2016,2016,6,7,1,2,2,0,1
4/1/2016,1260,31,Female,C17,College,15520,12/28/2015,4/26/2016,2015,5,12,1,1,1,0,1
5/1/2016,1261,29,Male,C17,College,73103,11/25/2013,5/14/2016,2013,3,11,10,2,2,0,1
1/1/2016,1262,31,Male,C20,College,66074,6/16/2015,1/2/2016,2015,5,6,2,2,2,0,1
5/1/2016,1264,27,Female,C19,Master,77369,4/29/2013,5/2/2016,2013,3,4,12,1,3,2,1
12/1/2016,1269,37,Female,C2,College,98306,4/27/2013,12/16/2016,2013,3,4,15,1,2,1,2
8/1/2017,1272,32,Female,C20,Bachelor,38456,7/18/2017,7/29/2017,2017,7,7,0,2,2,0,1
1/1/2016,1275,30,Female,C18,College,10883,9/23/2015,1/25/2016,2015,5,9,1,1,1,0,1
11/1/2016,1277,32,Male,C22,Bachelor,53471,5/6/2016,11/21/2016,2016,6,5,2,2,2,0,1
8/1/2017,1278,31,Male,C5,Master,78444,4/11/2017,7/29/2017,2017,7,4,1,3,3,0,1
2/1/2016,1279,24,Female,C3,Bachelor,34521,10/26/2015,2/9/2016,2015,5,10,1,1,1,0,1
5/1/2016,1280,41,Female,C20,Bachelor,100150,10/10/2015,5/9/2016,2015,5,10,2,3,3,0,1
12/1/2016,1281,29,Male,C10,College,65870,8/29/2016,12/12/2016,2016,6,8,1,3,3,0,1
9/1/2016,1285,31,Male,C12,Master,55419,10/27/2015,9/12/2016,2015,5,10,4,2,2,0,1
8/1/2016,1287,26,Female,C7,Bachelor,52789,5/28/2015,8/10/2016,2015,5,5,5,1,1,0,1
12/1/2016,1288,34,Male,C20,Bachelor,94237,10/5/2016,12/5/2016,2016,6,10,1,3,3,0,1
8/1/2017,1289,37,Male,C1,Master,39644,5/30/2015,7/29/2017,2015,5,5,9,1,1,0,2
3/1/2016,1295,31,Male,C23,Master,51643,4/29/2013,3/17/2016,2013,3,4,12,1,2,1,1
2/1/2016,1296,26,Male,C19,Master,50803,6/6/2015,2/3/2016,2015,5,6,3,1,1,0,1
4/1/2016,1297,38,Female,C20,Bachelor,18106,12/7/2015,4/12/2016,2015,5,12,1,1,1,0,1
9/1/2017,1298,36,Female,C28,Bachelor,72219,7/4/2016,9/27/2017,2016,6,7,5,2,2,0,1
4/1/2017,1300,35,Male,C19,Master,39823,11/2/2016,4/21/2017,2016,6,11,2,1,1,0,1
9/1/2017,1301,33,Male,C7,Bachelor,74620,7/11/2016,9/6/2017,2016,6,7,5,2,2,0,1
3/1/2017,1303,33,Female,C26,Master,78813,10/26/2016,3/13/2017,2016,6,10,2,2,2,0,1
1/1/2017,1304,27,Female,C21,Bachelor,32574,7/30/2016,1/2/2017,2016,6,7,2,1,1,0,1
3/1/2016,1305,25,Female,C24,College,21150,10/8/2015,3/17/2016,2015,5,10,2,1,1,0,1
5/1/2016,1306,35,Female,C15,College,26928,5/22/2015,5/21/2016,2015,5,5,4,1,1,0,1
5/1/2016,1307,35,Male,C17,College,55638,5/4/2016,5/10/2016,2016,6,5,0,3,3,0,1
12/1/2016,1308,36,Male,C29,College,58027,9/5/2016,11/29/2016,2016,6,9,1,3,3,0,1
3/1/2017,1309,34,Male,C11,Bachelor,70921,4/4/2016,3/3/2017,2016,6,4,4,3,3,0,1
5/1/2016,1312,21,Female,C6,College,22115,5/30/2015,5/19/2016,2015,5,5,4,1,1,0,1
1/1/2016,1314,28,Male,C13,Master,36070,5/20/2015,1/25/2016,2015,5,5,3,1,1,0,1
3/1/2017,1315,34,Male,C6,Bachelor,66225,4/25/2016,3/2/2017,2016,6,4,3,2,2,0,1
10/1/2016,1318,29,Male,C8,Master,111414,8/16/2016,10/13/2016,2016,6,8,1,3,3,0,1
10/1/2017,1319,40,Female,C5,Master,25178,1/19/2017,10/23/2017,2017,7,1,3,1,1,0,1
6/1/2017,1320,36,Male,C22,Master,67498,1/2/2017,6/19/2017,2017,7,1,2,2,2,0,1
11/1/2017,1321,34,Male,C20,College,76396,5/22/2017,11/22/2017,2017,7,5,2,2,2,0,1
2/1/2017,1323,44,Female,C6,Bachelor,67140,8/4/2016,1/30/2017,2016,6,8,2,1,1,0,1
6/1/2017,1326,28,Female,C20,Bachelor,41463,10/14/2016,6/13/2017,2016,6,10,3,1,1,0,1
1/1/2016,1329,31,Male,C29,Master,70088,9/10/2015,12/31/2015,2015,5,9,1,1,1,0,1
11/1/2016,1330,46,Female,C3,College,116163,7/11/2014,11/19/2016,2014,4,7,9,1,4,3,1
6/1/2016,1331,39,Female,C7,Bachelor,17493,9/29/2015,6/21/2016,2015,5,9,3,1,1,0,1
12/1/2017,1333,34,Female,C11,Master,43026,9/28/2017,12/21/2017,2017,7,9,1,2,2,0,1
8/1/2017,1336,28,Male,C29,Master,76525,5/29/2017,7/29/2017,2017,7,5,1,3,3,0,1
10/1/2016,1337,50,Female,C10,Bachelor,55465,7/23/2012,10/1/2016,2012,2,7,17,2,3,1,1
6/1/2017,1338,33,Male,C28,College,33154,2/1/2017,6/19/2017,2017,7,2,2,3,3,0,1
3/1/2016,1340,32,Male,C15,Bachelor,70038,11/18/2015,3/17/2016,2015,5,11,1,2,2,0,1
7/1/2017,1342,32,Female,C20,College,31057,11/24/2016,7/18/2017,2016,6,11,3,2,2,0,1
2/1/2017,1343,36,Female,C26,Bachelor,75417,10/1/2010,2/10/2017,2010,0,10,26,2,3,1,1
8/1/2016,1347,31,Male,C25,College,54901,5/27/2016,8/5/2016,2016,6,5,1,2,2,0,1
12/1/2016,1348,36,Male,C25,Master,58052,6/23/2016,12/12/2016,2016,6,6,2,2,2,0,1
1/1/2017,1349,33,Male,C4,College,67126,8/19/2014,1/16/2017,2014,4,8,10,1,3,2,1
1/1/2016,1350,39,Male,C15,College,43705,6/12/2015,1/8/2016,2015,5,6,2,2,2,0,1
